0.401892		-104.393		2.6836		77788.3		
0.401914		-99.1281		8.42043		77855		
0.402607		-93.2364		14.578		77996.9		
0.402621		-86.8538		21.0746		77973.7		
0.402632		-80.0068		27.8278		77906.2		
0.40264		-73.1509		34.8583		77898.8		
0.403321		-66.2626		42.1379		78071.4		
0.402647		-58.8817		49.3195		77851.2		
0.403323		-51.8689		56.7832		78033		
0.402643		-44.5468		63.9459		77820.9		
0.402637		-37.4255		71.1004		77784.8		
0.402628		-30.6492		78.1918		77795.1		
0.402616		-23.9318		84.9464		77757.8		
0.402601		-17.6665		91.5171		77760.6		
0.402582		-11.5854		97.5976		77714.9		
0.401883		-5.89346		103.072		77491		
0.401181		-0.808895		108.174		77298.2		
0.401148		3.78854		112.917		77267.6		
0.400436		7.85053		116.864		77052		
0.399717		11.2285		120.321		76856.2		
0.399662		14.0476		123.301		76815.3		
0.398925		16.2389		125.354		76585.9		
0.398929		17.8452		126.869		76528.5		
0.399651		18.8496		127.824		76640.5		
0.399693		19.164		127.761		76569.5		
0.400402		18.7121		127.477		76698.6		
0.401106		17.6697		126.181		76796.8		
0.400457		15.8597		123.835		76559.9		
0.401151		13.4295		121.285		76670.6		
0.401168		10.302		118.127		76621.6		
0.40118		6.62139		113.991		76556.1		
0.401864		2.35909		109.686		76670.6		
0.410038		-2.41848		109.458		78717.6		
0.427485		-7.60339		113.368		83143.3		
0.43033		-12.1129		117.75		83829.3		
0.429613		-15.8458		121.22		83599.7		
0.429605		-18.9587		124.053		83547.9		
0.429594		-21.3613		126.251		83496.5		
0.430292		-23.127		127.811		83618		
0.430273		-24.0266		128.715		83574.2		
0.430963		-24.2559		128.983		83706.2		
0.430935		-23.7441		128.2		83641		
0.430901		-22.4388		126.798		83586.9		
0.431574		-20.4822		124.811		83706.4		
0.431526		-17.8262		121.862		83628.6		
0.432184		-14.5615		118.401		83723.1		
0.432832		-10.5421		114.422		83837.7		
0.433468		-6.07992		109.657		83908.3		
0.434089		-0.920696		104.467		84003.3		
0.43541		4.75257		98.9259		84277.1		
0.435268		10.7003		92.4623		84129.4		
0.437257		17.1087		86.0688		84530.4		
0.438487		23.8628		79.1954		84735.6		
0.438938		30.8729		71.9492		84743.3		
0.438955		38.3722		64.637		84715.8		
0.438475		46.3073		57.3074		84649.4		
0.436504		53.9394		49.696		84166.4		
0.436665		61.8338		42.3831		84249.3		
0.435355		69.2429		34.9906		83918.2		
0.434027		76.691		27.8767		83649.1		
0.434119		83.9732		21.0599		83711.3		
0.433478		90.8421		14.5323		83600.8		
0.432826		97.1544		8.36993		83450.7		
0.432164		102.845		2.66091		83261.1		
0.43221		108.255		-2.52569		83269.6		
0.432249		113.384		-7.17437		83344.3		
0.431565		117.771		-11.2316		83247.6		
0.431592		121.332		-14.6244		83243		
0.430898		124.066		-17.3148		83067		
0.430915		126.347		-19.3352		83087.3		
0.430927		128.152		-20.713		83168.5		
0.430935		128.648		-21.1586		83109.7		
0.430939		129.036		-21.1035		83207		
0.43094		128.118		-20.0564		83167.4		
0.430936		126.686		-18.3657		83182.3		
0.430929		124.732		-16.0745		83246.6		
0.430918		121.902		-12.9801		83268.6		
0.430902		118.235		-9.08282		83250.7		
0.431596		114.459		-4.81803		83500.1		
0.431571		109.556		0.349002		83484.2		
0.43154		104.256		5.93898		83504.9		
0.432218		98.6048		12.0721		83707.4		
0.432173		92.3231		18.6689		83720.1		
0.432836		85.7866		25.7308		83913.3		
0.43349		79.0081		33.0058		84129.7		
0.434134		71.8201		40.7964		84312.4		
0.433444		64.5039		48.1695		84212.4		
0.433535		57.145		55.8134		84300.5		
0.432178		49.6097		63.1692		84020.9		
0.431526		42.1796		70.646		83911.6		
0.430865		34.8946		77.8935		83803.6		
0.430911		27.8144		85.1998		83868.2		
0.430949		20.9937		92.1834		83932.5		
0.430981		14.4885		98.789		83994		
0.426739		8.33688		103.074		82952.6		
0.410026		2.662		99.5315		78714.6		
0.401875		-2.71752		95.145		76673.3		
0.401888		-8.42798		89.8656		76729.6		
0.401897		-14.5902		83.7609		76797.8		
0.401904		-21.0642		77.6767		76849.8		
0.401907		-27.8313		71.2594		76899.6		
0.402583		-34.9438		64.4777		77138.1		
0.40258		-42.1506		57.5473		77194		
0.401898		-49.3285		50.5553		77063.6		
0.401889		-56.7155		43.3657		77134.4		
0.401877		-63.9401		36.4985		77169.6		
0.401186		-71.0864		29.4134		77069.9		
0.401166		-78.1344		22.6465		77133.1		
0.400468		-84.7682		16.1584		77013		
0.400439		-91.1976		10.0623		77053		
0.400404		-97.3598		4.21654		77116.7		
0.399689		-102.905		-1.16407		77000.9		
0.398968		-108.091		-6.16644		76915.8		
0.39891		-112.923		-10.6111		76999.8		
0.39817		-116.998		-14.4425		76907.3		
0.397417		-120.299		-17.5222		76768.2		
0.396649		-123.123		-20.0655		76669.2		
0.395195		-125.082		-21.8915		76398		
0.395214		-126.632		-22.9957		76449		
0.396677		-127.763		-23.4111		76814.3		
0.397451		-127.623		-22.9758		76905.2		
0.398878		-127.38		-22.0654		77267.1		
0.398951		-125.844		-20.3545		77235.1		
0.399684		-123.855		-18.0292		77377.9		
0.400408		-121.426		-15.1032		77578.5		
0.401125		-118.19		-11.5157		77733		
0.401161		-114.176		-7.31606		77721.3		
0.401192		-109.438		-2.56545		77664		
