0.859764		-85.6394		-6.76519		196751		
0.838976		-92.5443		-2.05911		190812		
0.818809		-99.1859		2.29336		185126		
0.799813		-105.482		6.37019		179831		
0.782384		-111.399		10.179		175021		
0.766701		-116.355		13.8622		170785		
0.752889		-120.365		17.1735		167108		
0.741117		-124.719		20.2302		164013		
0.731812		-127.831		23.4347		161666		
0.724946		-131.493		26.2803		159976		
0.720295		-134.524		29.54		158978		
0.717964		-137.166		32.9712		158634		
0.717957		-139.976		36.6381		158961		
0.720541		-142.64		40.8045		160047		
0.72485		-145.449		45.2454		161633		
0.730946		-148.329		50.2392		163789		
0.737988		-150.633		56.0177		166323		
0.74533		-152.12		62.2083		168970		
0.751071		-152.303		68.0021		171079		
0.751396		-150.18		72.608		171587		
0.745503		-147.525		75.1035		170359		
0.741232		-144.296		77.5088		169573		
0.739261		-142.627		78.2838		169465		
0.737438		-141.793		78.0751		169282		
0.729304		-138.264		77.4966		167162		
0.719907		-133.458		76.8765		164668		
0.708514		-127.98		75.2806		161467		
0.694513		-121.96		72.9886		157411		
0.681286		-115.555		70.0458		152993		
0.667612		-108.851		66.389		148263		
0.652017		-102.473		62.4972		143320		
0.633598		-96.6692		59.4775		137978		
0.619533		-90.4847		60.3591		133989		
0.613131		-83.1401		63.9879		131933		
0.608001		-75.5824		67.0443		130139		
0.601003		-68.5643		69.4895		127925		
0.592206		-62.1521		71.5343		125292		
0.581862		-56.4879		73.1596		122338		
0.569976		-51.5968		74.3604		119065		
0.556478		-47.5298		75.1637		115461		
0.541872		-44.2366		75.6576		111642		
0.52545		-41.7115		75.4427		107370		
0.507499		-40.0224		74.9613		102793		
0.489226		-38.903		74.3977		98173.2		
0.469835		-38.2958		73.3981		93302.4		
0.450218		-38.1239		72.3419		88427.6		
0.431338		-38.2681		71.5091		83818.4		
0.412979		-38.5627		70.5373		79383.1		
0.395689		-39.1401		69.6238		75316.9		
0.381732		-40.0095		69.1068		72176.6		
0.37106		-41.3619		68.0037		69871.7		
0.365468		-43.9555		65.6447		68869.8		
0.360688		-46.2326		61.1995		67949.6		
0.357958		-47.4893		55.935		67441.3		
0.358451		-47.9854		50.344		67673.3		
0.360437		-47.1366		44.9309		68266.4		
0.362391		-44.3232		38.764		68749.9		
0.367358		-39.5508		32.905		69998.5		
0.3734		-31.6884		27.0169		71367.5		
0.381279		-19.9021		20.9668		73168.5		
0.390472		-2.51485		15.1221		75262.4		
0.400378		22.1906		9.41047		77444.3		
0.410522		54.563		4.00424		79608.6		
0.420388		91.0355		-0.453711		81637.4		
0.430066		124.532		-3.05159		83625		
0.439294		149.757		-3.33565		85526.2		
0.447449		164.226		-1.91045		87137.5		
0.454404		170.467		0.272682		88455.2		
0.460038		171.776		2.5489		89463		
0.46462		170.814		4.60701		90301		
0.46838		168.954		6.21323		91074.7		
0.470042		165.423		7.23261		91331.5		
0.471322		162.127		7.81757		91688.2		
0.470322		157.686		7.6677		91526.8		
0.468167		152.941		7.09188		91195.1		
0.464428		148.016		6.09732		90608.5		
0.458755		142.723		4.61594		89631.3		
0.450625		136.716		2.85643		88042.7		
0.441088		131.048		1.21096		86221.4		
0.428605		124.858		-0.616218		83626.3		
0.414268		118.571		-2.13161		80511.8		
0.398077		112.421		-3.18557		76894.2		
0.380299		106.343		-3.9101		72787.5		
0.361609		100.424		-4.08133		68334.4		
0.342683		94.8886		-3.83071		63742.4		
0.324371		89.9312		-3.39618		59235.4		
0.308504		85.3708		-2.60566		55079.8		
0.295805		81.5933		-1.53437		51518.2		
0.285		78.739		-0.731502		48450.6		
0.276921		77.0951		-0.131755		46123.3		
0.271712		76.8404		0.294756		44624		
0.269234		77.7803		0.716925		43864.7		
0.269198		79.7813		1.09121		43799.5		
0.271316		82.6949		1.47084		44356.5		
0.27498		86.4118		2.02298		45373.6		
0.279801		90.5265		2.62826		46746.3		
0.287236		95.1928		3.64295		48735		
0.300543		101.041		5.87691		51710.3		
0.32091		106.93		9.33808		55377.6		
0.34588		111.529		10.5044		60259.2		
0.370722		114.992		9.62007		65886.2		
0.395801		117.774		8.91783		71826.6		
0.421832		119.72		8.26662		78247.8		
0.448693		120.754		7.76307		84992.4		
0.477252		120.51		7.72202		92243.3		
0.507164		119.003		7.99767		99966.5		
0.53883		116.079		8.672		108243		
0.572473		111.55		9.97578		117161		
0.608494		105.559		11.537		126841		
0.646369		97.8648		13.7759		137136		
0.68668		88.237		16.738		148271		
0.72924		77.0308		20.0445		160187		
0.773392		63.9109		24.0271		172749		
0.818116		48.9563		29.3895		185740		
0.857113		32.4652		35.767		197161		
0.888801		17.8708		43.5554		206657		
0.908145		12.0121		46.8127		212854		
0.918117		6.46973		49.9283		216020		
0.922933		4.62093		52.413		217795		
0.940475		7.75728		53.5279		223288		
0.9554		14.1038		52.9469		227520		
0.960159		19.3138		51.2119		228622		
0.957402		25.8224		47.0328		227225		
0.948661		32.1887		41.2805		224060		
0.935745		38.4513		35.2461		219775		
0.918905		44.8294		29.0004		214483		
0.900196		51.4557		22.5248		208733		
0.880635		58.2302		15.828		202846		
